5.576923076923077,0.0,0.0,0.0,0.0,0.0,0.0,
5.576923076923077,0.0,0.0,0.0,0.0,0.0,0.0,
5.631067961165049,0.0,0.0,0.0,0.0,0.0,0.0,
5.631067961165049,0.0,0.0,0.0,0.0,0.0,0.0,
5.631067961165049,0.0,0.0,0.0,0.0,0.0,0.0,
5.631067961165049,0.0,0.0,0.0,0.0,0.0,0.0,
5.769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,
5.533980582524272,0.0,0.0,0.0,0.0,0.0,0.0,
5.533980582524272,0.0,0.0,0.0,0.0,0.0,0.0,
5.631067961165049,0.0,0.0,0.0,0.0,0.0,0.0,
5.631067961165049,0.0,0.0,0.0,0.0,0.0,0.0,
5.576923076923077,0.0,0.0,0.0,0.0,0.0,0.0,
5.673076923076923,0.0,0.0,0.0,0.0,0.0,0.0,
5.686274509803921,0.0,0.0,0.0,0.0,0.0,0.0,
5.686274509803921,0.0,0.0,0.0,0.0,0.0,0.0,
5.728155339805825,0.0,0.0,0.0,0.0,0.0,0.0,
5.512820512820513,0.0,0.0,0.0,0.0,0.0,0.0,
5.375,0.0,0.0,0.0,0.0,0.0,0.0,
5.604395604395604,0.0,0.0,0.0,0.0,0.0,0.0,
5.8,0.0,0.0,0.0,0.0,0.0,0.0,
5.742574257425742,0.0,0.0,0.0,0.0,0.0,0.0,
5.283018867924528,0.0,0.0,0.0,0.0,0.0,0.0,
5.754716981132075,10.0,0.0,0.0,0.0,0.0,0.0,
6.2,0.0,0.0,0.0,0.0,0.0,0.0,
6.2,0.0,0.0,0.0,0.0,0.0,0.0,
5.247524752475248,0.0,0.0,0.0,0.0,0.0,0.0,
5.283018867924528,0.0,0.0,0.0,0.0,0.0,0.0,
6.153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,
